,index,name,location,year,millage,fuel_type,gears,owners,mpg,engine_size,power,seats,new_price,sale_price,wear_factor
2685,2685,Ford Figo Diesel LXI,Chennai,2010,39000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,,2.5,0.049329599
2686,2686,Honda Jazz 1.5 VX i DTEC,Hyderabad,2016,45671,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5,,7.2,0.076065015
2687,2687,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Ahmedabad,2016,39500,Diesel,Automatic,First,15.0 kmpl,2143 CC,204 bhp,5,,29.5,0.054733609
2688,2688,Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,2015,54000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,,17.55,0.024900854
2689,2689,Volvo S60 D3,Chennai,2012,20000,Diesel,Automatic,First,18.5 kmpl,1985 CC,163 bhp,5,,12,0.093040414
2690,2690,Audi A8 L 3.0 TDI quattro,Bangalore,2009,55000,Diesel,Automatic,First,11.8 kmpl,2967 CC,246.7 bhp,5,,13.5,0.039986618
2691,2691,Hyundai Verna 1.6 SX CRDI (O) AT,Kolkata,2014,48000,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.32 bhp,5,,5.1,0.074562697
2692,2692,BMW 3 Series 320d,Kolkata,2011,70000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,43.81 Lakh,10.3,0.013951389
2693,2693,Hyundai Verna 1.6 SX,Delhi,2014,62000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,,5.7,0.033899811
2694,2694,Maruti Wagon R VXI,Kochi,2014,41994,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,5.12 Lakh,3.41,0.069330753
2695,2695,Ford Figo Diesel EXI,Hyderabad,2010,108882,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5,,2.4,0.089948348
2696,2696,Mahindra KUV 100 mFALCON G80 K2,Coimbatore,2017,24806,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,6,,5.6,0.055979003
2697,2697,Tata Indigo LS,Pune,2006,160000,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5,,1,0.054666262
2698,2698,Mahindra TUV 300 T8 AMT,Hyderabad,2017,30000,Diesel,Automatic,First,18.49 kmpl,1493 CC,100 bhp,7,,8.2,0.061385017
2699,2699,Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,51000,Diesel,Automatic,First,15.17 kmpl,1968 CC,181 bhp,5,48.64 Lakh,27.5,0.052652461
2700,2700,Maruti Wagon R VXI 1.2,Jaipur,2015,64876,Petrol,Manual,First,21.5 kmpl,1197 CC,81.80 bhp,5,5.71 Lakh,3.5,0.03279937
2701,2701,Maruti Celerio CNG VXI MT,Kochi,2016,70536,CNG,Manual,First,31.79 km/kg,998 CC,58.33 bhp,5,5.87 Lakh,4.58,0.098773435
2702,2702,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,25299,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,12.56 Lakh,10.34,0.090137495
2703,2703,Mahindra Scorpio DX 2.6 Turbo 8 Str,Mumbai,2006,89869,Diesel,Manual,First,12.7 kmpl,2609 CC,116.6 bhp,8,,3.25,0.099173417
2704,2704,Hyundai Tucson CRDi,Jaipur,2007,103515,Diesel,Manual,Third,12.6 kmpl,1991 CC,112 bhp,7,,5,0.033071154
2705,2705,Hyundai Santro Xing GLS,Hyderabad,2008,68282,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5,,2.25,0.071795687
2706,2706,Porsche Panamera Diesel 250hp,Kochi,2014,60033,Diesel,Automatic,First,18.18 kmpl,2967 CC,250 bhp,4,,51.52,0.038996419
2707,2707,Maruti Vitara Brezza VDi Option,Kochi,2018,51921,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,,8.62,0.025707401
2708,2708,Maruti Swift Dzire VDI,Mumbai,2017,18414,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,7.25,0.013734309
2709,2709,Honda Amaze V Petrol,Kochi,2016,40866,Petrol,Manual,First,19.5 kmpl,1199 CC,86.76 bhp,5,8.16 Lakh,5.47,0.035826163
2710,2710,Jaguar XF 2.2 Litre Luxury,Pune,2014,55001,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5,,31,0.047191088
2711,2711,Mini Cooper Convertible S,Kochi,2017,20469,Petrol,Automatic,First,16.82 kmpl,1998 CC,189.08 bhp,4,44.28 Lakh,35.98,0.07562586
2712,2712,Hyundai EON Era Plus,Jaipur,2017,8500,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,3.42,0.031710361
2713,2713,Audi A6 3.0 TDI quattro,Ahmedabad,2008,45000,Diesel,Automatic,Second,16.77 kmpl,2967 CC,241.38 bhp,5,,11.5,0.104580329
2714,2714,Hyundai i20 Active 1.2 SX Dual Tone,Pune,2016,6000,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5,,7.25,0.067793061
2715,2715,Maruti Swift AMT DDiS VDI,Chennai,2018,11000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,,8,0.099351094
2716,2716,Ford Ecosport 1.5 DV5 MT Titanium,Kochi,2015,80064,Diesel,,First,22.7 kmpl,1498 CC,89.84 bhp,5,,7.33,0.08770636
2717,2717,Maruti Wagon R VXI BS IV with ABS,Kolkata,2016,29930,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,3.35,0.07746037
2718,2718,Volkswagen Vento 1.5 TDI Highline,Mumbai,2013,49105,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5,,4.4,0.024556757
2719,2719,Toyota Etios VX,Kolkata,2012,55000,Petrol,Manual,First,17.6 kmpl,1496 CC,88.7 bhp,5,,2.99,0.064001983
2720,2720,Honda Jazz 1.2 SV i VTEC,Bangalore,2015,23000,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,,5.6,0.022511107
2721,2721,Volkswagen CrossPolo 1.5 TDI,Coimbatore,2016,54727,Diesel,Manual,First,20.14 kmpl,1498 CC,88.73 bhp,5,,6.63,0.087824181
2722,2722,Volkswagen Ameo 1.5 TDI Highline,Kochi,2018,31426,Diesel,Manual,First,21.66 kmpl,1498 CC,108.62 bhp,5,9.72 Lakh,7.9,0.015759857
2723,2723,Honda City V MT Exclusive,Kochi,2015,53442,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5,,7,0.046403484
2724,2724,Honda Brio VX AT,Hyderabad,2014,28000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,,4.95,0.068889296
2725,2725,Skoda Rapid 1.6 MPI AT Style,Mumbai,2017,13412,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,5,,9.19,0.062136951
2726,2726,Hyundai Verna CRDi,Hyderabad,2011,70000,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5,,5.1,0.028884065
2727,2727,Hyundai i20 Active S Diesel,Jaipur,2015,81310,Diesel,Manual,First,21.19 kmpl,1396 CC,88.76 bhp,5,,5.9,0.017585252
2728,2728,Maruti Baleno Alpha CVT,Kochi,2019,13574,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,10.3 Lakh,9.51,0.019913015
2729,2729,Honda CR-V 2.4L 4WD MT,Mumbai,2008,75000,Petrol,Manual,Second,11.1 kmpl,2354 CC,158.8 bhp,5,,3.9,0.047866563
2730,2730,Maruti Swift Dzire VXI,Coimbatore,2014,58310,Petrol,Manual,Second,19.1 kmpl,1197 CC,85.8 bhp,5,,5.39,0.078276793
2731,2731,Maruti Swift Dzire VDi,Pune,2009,90000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,5,,3,0.044878138
2732,2732,Maruti Swift Dzire ZDI,Jaipur,2012,83000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,4.3,0.102473072
2733,2733,Maruti Swift Dzire ZXI,Jaipur,2017,37282,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5,,6.75,0.102076463
2734,2734,Hyundai Grand i10 Sportz,Jaipur,2017,23000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,4.5,0.00405461
2735,2735,Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2010,82000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5,,2.75,0.061350519
2736,2736,Hyundai Verna 1.6 CRDi S,Chennai,2016,31000,Diesel,Manual,First,23.9 kmpl,1582 CC,126.2 bhp,5,,9,0.070308607
2737,2737,Maruti Wagon R Vx,Jaipur,2001,200000,Petrol,Manual,First,12.0 kmpl,,,,,0.7,0.05003713
2738,2738,Ford Figo Diesel EXI,Delhi,2014,45001,Diesel,Manual,Second,20.0 kmpl,1399 CC,68.05 bhp,5,,2.55,0.075240537
2739,2739,Tata Manza Aqua Quadrajet BS IV,Coimbatore,2014,50446,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,5,,3.54,0.038277227
2740,2740,Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2009,89000,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5,,4.25,0.019854882
2741,2741,Maruti Alto LX BSIII,Ahmedabad,2007,72000,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5,,1.2,0.018730009
2742,2742,BMW 5 Series 520d Luxury Line,Ahmedabad,2013,90000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,63.71 Lakh,19.5,0.052592519
2743,2743,Mahindra XUV500 W8 2WD,Bangalore,2015,76000,Diesel,Manual,Second,16.0 kmpl,2179 CC,140 bhp,7,,12,0.03729677
2744,2744,Maruti Ritz VDi,Hyderabad,2012,78401,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,3.9,0.064813835
2745,2745,Maruti Vitara Brezza ZDi Plus,Kochi,2017,38426,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.12 Lakh,9.13,0.046427294
2746,2746,Maruti Eeco 7 Seater Standard,Pune,2011,45000,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7,4.69 Lakh,2.25,0.098590542
2747,2747,Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,2012,83000,Petrol,Manual,First,17.5 kmpl,1197 CC,85.8 bhp,5,,3.25,0.068655387
2748,2748,Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,2017,50170,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5,,14.79,0.084874953
2749,2749,Maruti Wagon R LXI,Mumbai,2010,37822,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,5.04 Lakh,2.35,0.019259689
2750,2750,Maruti Celerio ZDi,Kolkata,2015,33517,Diesel,Manual,First,27.62 kmpl,793 CC,47 bhp,5,,3.1,0.005889627
2751,2751,Hyundai Santa Fe 2WD AT,Delhi,2014,110000,Diesel,Automatic,First,13.01 kmpl,2199 CC,194.3 bhp,7,,12.9,0.068281311
2752,2752,Hyundai EON D Lite Plus Option,Kolkata,2017,60000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,2.5,0.043739097
2753,2753,Hyundai i20 Sportz 1.2,Delhi,2013,92408,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,5,,3.65,0.057401533
2754,2754,Hyundai Verna 1.6 SX VTVT (O),Bangalore,2014,45000,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,,7.5,0.04810608
2755,2755,Honda Brio S Option MT,Kochi,2013,33793,Petrol,Manual,First,18.4 kmpl,1198 CC,86.8 bhp,5,,3.74,0.057504565
2756,2756,Maruti Swift VXI Optional,Kochi,2017,26327,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,5.86,0.024059596
2757,2757,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,20604,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,,39.62,0.04982596
2758,2758,Maruti Swift VDI Optional,Coimbatore,2018,61386,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,7.05,0.071992628
2759,2759,Maruti Swift AMT VDI,Delhi,2018,11500,Diesel,Automatic,First,28.4 kmpl,1248 CC,74 bhp,5,,7.5,0.01616702
2760,2760,Chevrolet Beat Diesel LS,Chennai,2012,58000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,,2.1,0.033154118
2761,2761,Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,38000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5,,11.6,0.012110274
2762,2762,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2012,49000,Diesel,Automatic,Second,14.84 kmpl,2143 CC,167.62 bhp,5,,19.25,0.043571269
2763,2763,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2017,72202,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,8,24.01 Lakh,17.92,0.072044411
2764,2764,Hyundai i10 Sportz,Kolkata,2016,7000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3.6,0.048668145
2765,2765,Honda Amaze S i-DTEC,Ahmedabad,2014,20000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5,,4.5,0.017494473
2766,2766,Hyundai i20 Magna 1.4 CRDi (Diesel),Hyderabad,2017,14061,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5,,7.4,0.021446827
2767,2767,Mercedes-Benz GLE 350d,Coimbatore,2018,30706,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,95.13 Lakh,59.29,0.010964274
2768,2768,Mahindra Scorpio 2009-2014 SLE 7S BSIV,Kolkata,2011,51387,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,7,,5.5,0.010556252
2769,2769,Hyundai Getz GLE,Bangalore,2006,44000,Petrol,Manual,Second,15.3 kmpl,1341 CC,83 bhp,5,,1.75,0.012443164
2770,2770,Maruti Baleno Alpha,Mumbai,2016,12208,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,8.78 Lakh,6.75,0.039127698
2771,2771,Chevrolet Optra Magnum 2.0 LT,Chennai,2011,55000,Diesel,Manual,First,16.52 kmpl,1991 CC,123.7 bhp,5,,3.95,0.040666826
2772,2772,Hyundai Verna 1.6 SX VTVT (O),Mumbai,2011,61600,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,,4.2,0.092507464
2773,2773,Honda City 1.5 V MT,Hyderabad,2016,28414,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,,8.4,0.083316053
2774,2774,Volkswagen Polo GT TSI,Mumbai,2017,27853,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5,11.26 Lakh,8.25,0.018221516
2775,2775,Honda Brio E MT,Bangalore,2013,55116,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,3.31,0.011268265
2776,2776,Maruti Swift Dzire VDI,Ahmedabad,2017,26000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,7.5,0.024159396
2777,2777,Honda City 1.5 V MT Exclusive,Pune,2012,45496,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,,4.75,0.059923188
2778,2778,Mahindra Ssangyong Rexton RX7,Pune,2013,76000,Diesel,Automatic,Second,11.18 kmpl,2696 CC,184 bhp,7,,8.79,0.028137747
2779,2779,Skoda Superb Elegance 1.8 TSI MT,Pune,2014,136000,Petrol,Manual,First,13.1 kmpl,1798 CC,157.75 bhp,5,,9.5,0.097280823
2780,2780,Hyundai Santro GLS II - Euro II,Pune,2009,100000,unknown,Manual,First,0.0 kmpl,,,,,1.6,0.080122463
2781,2781,Maruti Alto LXi,Kolkata,2010,38127,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.55,0.101187582
2782,2782,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Jaipur,2014,82450,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,5.85,0.046052328
2783,2783,Ford Ecosport 1.5 Ti VCT MT Trend,Coimbatore,2014,62497,Petrol,Manual,First,15.8 kmpl,1499 CC,110 bhp,5,,7.52,0.022243912
2784,2784,Nissan Micra Diesel XV,Hyderabad,2011,86732,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5,,3.6,0.038361757
2785,2785,Honda Brio E MT,Kochi,2016,27969,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,4.73,0.035890766
2786,2786,Mahindra Ssangyong Rexton RX7,Delhi,2013,66372,Diesel,Automatic,First,11.18 kmpl,2696 CC,184 bhp,7,,10.5,0.089084262
2787,2787,BMW 7 Series 730Ld Sedan,Coimbatore,2013,73525,Diesel,Automatic,First,,2993 CC,258 bhp,5,,34.54,0.042145858
2788,2788,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,20689,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.68 Lakh,6.07,0.028987631
2789,2789,Maruti Baleno Delta 1.2,Coimbatore,2018,25093,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,7.76,0.030757318
2790,2790,Mahindra Xylo E8 ABS BS IV,Coimbatore,2016,49176,Diesel,Manual,First,11.68 kmpl,2498 CC,112 bhp,8,,7.46,0.094373661
2791,2791,Renault Fluence Diesel E4,Delhi,2012,87510,Diesel,Manual,First,21.8 kmpl,1461 CC,78 bhp,5,,3.49,0.079160726
2792,2792,Hyundai i20 1.2 Magna,Coimbatore,2012,38214,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5,,4.05,0.064553236
2793,2793,Mitsubishi Pajero 2.8 SFX,Kochi,2013,48986,Diesel,Manual,First,10.5 kmpl,2835 CC,107.2 bhp,6,,11.88,0.009004475
2794,2794,Toyota Corolla Altis 2008-2013 1.8 VL AT,Pune,2011,88000,Petrol,Automatic,First,14.53 kmpl,1794 CC,138.1 bhp,5,,6.45,0.024378481
2795,2795,BMW X5 X5 M,Pune,2015,69002,Diesel,Automatic,First,,2993 CC,258 bhp,5,,50,0.037700591
2796,2796,BMW 3 Series 2005-2011 325i Sedan,Pune,2011,43706,Petrol,Automatic,First,10.9 kmpl,2497 CC,215 bhp,5,,9,0.103344478
2797,2797,Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,2016,58671,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5,,14.25,0.087467818
2798,2798,Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,49404,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7,,7.36,0.022083986
2799,2799,Mahindra Scorpio VLX 2.2 mHawk BSIII,Delhi,2010,72000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,,4.4,0.108725223
2800,2800,Renault KWID RXT,Mumbai,2016,24000,Petrol,,First,25.17 kmpl,799 CC,53.3 bhp,5,,3.1,0.017365555
2801,2801,Renault KWID 1.0 RXT Optional AMT,Coimbatore,2017,53285,Petrol,Automatic,First,22.5 kmpl,999 CC,67 bhp,5,5.42 Lakh,4.28,0.099863202
2802,2802,Maruti Swift VXi BSIV,Pune,2017,12000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5,,5.5,0.012311352
2803,2803,Skoda Laura 1.9 TDI AT Ambiente,Kolkata,2012,45000,Diesel,Automatic,First,17.0 kmpl,1896 CC,105 bhp,5,,6.99,0.093360004
2804,2804,Maruti Alto 800 2016-2019 VXI,Coimbatore,2018,26234,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,,4.29,0.082446173
2805,2805,Maruti Swift VXI,Delhi,2014,55000,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,,4.2,0.035667706
2806,2806,Hyundai i20 1.4 CRDi Sportz,Pune,2012,90000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,4.11,0.025367759
2807,2807,Audi Q3 2012-2015 35 TDI Quattro Premium,Mumbai,2015,48000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,,18.75,0.104346328
2808,2808,Mercedes-Benz GLE 350d,Mumbai,2017,19863,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,91.23 Lakh,64.95,0.039124276
2809,2809,Hyundai i10 Era,Mumbai,2010,55000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,,1.59,0.012288924
2810,2810,Maruti Wagon R LXI Optional,Kolkata,2016,4800,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,,3.6,0.094888511
2811,2811,Honda City i VTEC V,Kochi,2017,38607,Petrol,Manual,Second,17.8 kmpl,1497 CC,117.3 bhp,5,,7.87,0.035685377
2812,2812,Hyundai Grand i10 1.2 Kappa Sportz,Mumbai,2018,3958,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,7.14 Lakh,5.55,0.057067334
2813,2813,Honda City i DTEC VX,Jaipur,2014,74000,Diesel,Manual,Second,25.1 kmpl,1498 CC,98.6 bhp,5,,6.4,0.096287482
2814,2814,Maruti Swift Dzire VXi,Mumbai,2009,54540,Petrol,Manual,Third,17.5 kmpl,1298 CC,85.8 bhp,5,,2.65,0.021743838
2815,2815,Maruti Swift Dzire ZXi,Delhi,2015,58400,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,,5.5,0.105090352
2816,2816,Mahindra XUV500 W8 2WD,Kochi,2013,73648,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,,7.31,0.101939802
2817,2817,Maruti Ciaz ZDi Plus SHVS,Jaipur,2016,83000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,7.1,0.071130537
2818,2818,Hyundai Verna 1.6 SX CRDi (O),Kochi,2016,16159,Diesel,,First,22.32 kmpl,1582 CC,126.32 bhp,5,,7.83,0.019873294
2819,2819,Hyundai Accent CRDi,Mumbai,2005,150000,Diesel,Manual,First,13.1 kmpl,1493 CC,82 bhp,5,,0.85,0.035926789
2820,2820,Honda Brio S MT,Mumbai,2014,22100,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,3.55,0.084481416
2821,2821,Hyundai i20 Active 1.2 SX,Coimbatore,2017,35043,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5,,8.19,0.102605461
2822,2822,BMW 3 Series 320d Sport Line,Pune,2018,24000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,,28,0.080858604
2823,2823,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,2015,480000,Diesel,Automatic,First,16.96 kmpl,1968 CC,138.03 bhp,5,,13,0.106285075
2824,2824,Volkswagen Polo Petrol Highline 1.6L,Chennai,2011,70000,Petrol,Manual,Second,15.26 kmpl,1598 CC,103.5 bhp,5,,3.29,0.099617431
2825,2825,Maruti Swift VXi BSIV,Pune,2015,13769,Petrol,Manual,Second,16.1 kmpl,1197 CC,85 bhp,5,,4.41,0.071349156
2826,2826,Renault Duster 110PS Diesel RxZ,Kolkata,2013,58000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,,4.99,0.055068113
2827,2827,BMW X3 xDrive 20d Luxury Line,Hyderabad,2009,58000,Diesel,Automatic,First,18.56 kmpl,1995 CC,190 bhp,5,69.59 Lakh,17.98,0.014444119
2828,2828,Fiat Avventura MULTIJET Emotion,Coimbatore,2018,18705,Diesel,Manual,First,20.5 kmpl,1248 CC,91.72 bhp,5,,7.71,0.066835645
2829,2829,Maruti Wagon R Stingray VXI,Delhi,2013,32378,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,,2.8,0.01572971
2830,2830,Chevrolet Sail Hatchback LS ABS,Kolkata,2013,45000,Diesel,Manual,First,22.1 kmpl,1248 CC,76.9 bhp,5,,3,0.093618686
2831,2831,Mahindra XUV500 W8 2WD,Coimbatore,2015,36836,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,,12.49,0.052527806
2832,2832,Tata Zest Quadrajet 1.3,Kochi,2016,54199,Diesel,Manual,First,23.0 kmpl,1248 CC,88.8 bhp,5,,5,0.098505459
2833,2833,BMW X3 xDrive20d xLine,Kochi,2017,36935,Diesel,Automatic,First,18.56 kmpl,1995 CC,190 bhp,5,,32.64,0.082092436
2834,2834,Maruti Swift VDI BSIV,Chennai,2015,23000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,6.5,0.058126039
2835,2835,BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2015,14000,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5,,35,0.066689917
2836,2836,Tata Indigo CS eVX,Chennai,2015,100073,Diesel,Manual,Second,25.0 kmpl,1396 CC,69.01 bhp,5,,2,0.046276498
2837,2837,Mahindra XUV500 W8 2WD,Kochi,2015,59182,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,,9.46,0.106176657
2838,2838,Audi Q7 35 TDI Quattro Premium Plus,Kochi,2016,72132,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7,,39,0.084827123
2839,2839,BMW 5 Series 2003-2012 520d,Hyderabad,2009,79000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5,,15,0.017238124
2840,2840,Hyundai Verna 1.6 SX VTVT (O),Coimbatore,2013,66930,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,,6.15,0.05118812
2841,2841,Hyundai Santa Fe 4WD AT,Pune,2015,100000,Diesel,Automatic,Second,13.01 kmpl,2199 CC,194.3 bhp,7,,14.5,0.024302678
2842,2842,Hyundai Santro GLS II - Euro II,Bangalore,2012,43000,Petrol,Manual,First,0.0 kmpl,,,,,3.25,0.083901151
2843,2843,Maruti Wagon R AMT VXI,Kochi,2018,27413,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5,,5.18,0.031292837
2844,2844,Maruti Wagon R LX BSIII,Pune,2007,90000,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5,,1.24,0.073416117
2845,2845,Hyundai i20 Sportz 1.2,Kolkata,2013,40300,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,5,,2.8,0.042744324
2846,2846,Skoda Superb Elegance 1.8 TSI AT,Kochi,2011,73783,Petrol,Automatic,Second,13.7 kmpl,1798 CC,157.75 bhp,5,,5.23,0.106613213
2847,2847,Hyundai Getz GLS,Pune,2005,86000,Petrol,Manual,Second,15.3 kmpl,1341 CC,83 bhp,5,,0.45,0.068345572
2848,2848,Maruti Wagon R LXI BS IV,Delhi,2014,65694,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,3.25,0.015041885
2849,2849,Maruti Omni MPI CARGO BSIV,Kolkata,2015,23000,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,5,,1.5,0.066235068
2850,2850,Hyundai i10 Magna 1.2,Mumbai,2012,51000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.85,0.077385842
2851,2851,Renault KWID 1.0 RXT Optional,Kochi,2018,18335,Petrol,Manual,First,21.7 kmpl,999 CC,67 bhp,5,4.61 Lakh,4.5,0.096002061
2852,2852,Mercedes-Benz B Class 2012-2015 B200 Sport CDI,Bangalore,2014,36000,Diesel,Automatic,First,15.0 kmpl,2147 CC,107.3 bhp,5,,16.25,0.055292692
